U,T,docc_metal,nd_metal,F_metal,Z_metal,Zp_metal,eta_metal,W_metal,eps_metal,V_metal,conv_metal,metal_valid,docc_insulator,nd_insulator,F_insulator,Z_insulator,Zp_insulator,eta_insulator,W_insulator,eps_insulator,V_insulator,conv_insulator,ins_valid,deltaF,stable_phase,coexistence
2.0482758620689654,0.03894736842105263,0.22318663384120982,1.0000000000000002,-1.1699199635894912,0.027424069060782773,0.4999999999999999,0.0,0.7286581105248757,0.0,0.2406799080960662,True,True,0.22317658535006207,0.9999999999999996,-1.1699099228993652,0.02747842180498163,0.5000000000000001,0.0,0.7279167678491377,0.0,0.24066363743920932,True,True,-1.004069012600084e-05,metal,True
2.0965517241379312,0.03894736842105263,0.221705755117156,1.0000000000000027,-1.1911204940449929,0.027424069060782773,0.49999999999999895,0.0,0.7286581105248757,0.0,0.2406799080960662,True,True,0.22168461424461774,1.0000000000000009,-1.1911008829362622,0.027535062009758696,0.4999999999999998,0.0,0.7271465333683029,0.0,0.24064690936977876,True,True,-1.9611108730721583e-05,metal,True
2.1448275862068966,0.03894736842105263,0.22019591904112892,1.0000000000000004,-1.2124226603375878,0.027424069060782773,0.4999999999999998,0.0,0.7286581105248757,0.0,0.2406799080960662,True,True,0.22016272996594916,1.0000000000000004,-1.2123940494402792,0.02759282731139957,0.4999999999999998,0.0,0.7263634233203269,0.0,0.24062986496282474,True,True,-2.861089730865629e-05,metal,True
2.193103448275862,0.03894736842105263,0.21865944717253663,1.0000000000000002,-1.2338227415591005,0.027424069060782773,0.4999999999999999,0.0,0.7286581105248757,0.0,0.2406799080960662,True,True,0.2185921282630735,1.0000000000000002,-1.2337688363483394,0.027756261694479954,0.4999999999999999,0.0,0.7241609168179548,0.0,0.2405816825387817,True,True,-5.3905210761096e-05,metal,True
2.2413793103448274,0.03894736842105263,0.2170986935509378,1.0000000000000002,-1.2553171370784393,0.027424069060782773,0.4999999999999999,0.0,0.7286581105248757,0.0,0.2406799080960662,True,True,0.2170292906803482,1.0000000000000002,-1.2552653651431873,0.027756261694479954,0.4999999999999999,0.0,0.7241609168179548,0.0,0.2405816825387817,True,True,-5.177193525196522e-05,metal,True
2.2896551724137932,0.03894736842105263,0.21551602866346065,1.0000000000000009,-1.2769023643827733,0.027424069060782773,0.4999999999999996,0.0,0.7286581105248757,0.0,0.2406799080960662,True,True,0.21544461081742575,1.0000000000000007,-1.2768526980431942,0.027756261694479954,0.4999999999999998,0.0,0.7241609168179548,0.0,0.2405816825387817,True,True,-4.9666339579035323e-05,metal,True
2.3379310344827586,0.03894736842105263,0.21391382431577732,1.0000000000000007,-1.298575056816498,0.027424069060782773,0.4999999999999996,0.0,0.7286581105248757,0.0,0.2406799080960662,True,True,0.21383019529709454,1.0000000000000007,-1.2985208409660403,0.027802917355740676,0.4999999999999998,0.0,0.723535698878633,0.0,0.2405679430111562,True,True,-5.4215850457728365e-05,metal,True
2.386206896551724,0.03894736842105263,0.21220107586064912,1.0000000000000007,-1.3202755020945778,0.027837224229651653,0.4999999999999998,0.0,0.7230769568057909,0.0,0.2405580149491302,True,True,0.2121916864542394,1.0000000000000004,-1.3202698620676336,0.027878276114215814,0.4999999999999998,0.0,0.722529124962534,0.0,0.24054576813828615,True,True,-5.640026944142562e-06,metal,True
2.43448275862069,0.03894736842105263,0.21056463216308258,1.0000000000000004,-1.3421159783885233,0.027837224229651653,0.4999999999999998,0.0,0.7230769568057909,0.0,0.2405580149491302,True,True,0.21055502070424642,0.9999999999999997,-1.3421105897676673,0.027878276282991776,0.5000000000000001,0.0,0.722529124962534,0.0,0.24054576813828615,True,True,-5.388620855972803e-06,metal,True
2.4827586206896552,0.03894736842105263,0.20891574113902756,1.000000000000001,-1.3640344519626928,0.027837224229651653,0.49999999999999944,0.0,0.7230769568057909,0.0,0.2405580149491302,True,True,0.208893875634268,1.0000000000000007,-1.364023017222446,0.027930021123208734,0.4999999999999998,0.0,0.7218402998308056,0.0,0.2405307568654449,True,True,-1.1434740246896169e-05,metal,True
