U,T,docc_metal,nd_metal,F_metal,Z_metal,Zp_metal,eta_metal,W_metal,eps_metal,V_metal,conv_metal,metal_valid,docc_insulator,nd_insulator,F_insulator,Z_insulator,Zp_insulator,eta_insulator,W_insulator,eps_insulator,V_insulator,conv_insulator,ins_valid,coexistence,deltaF,stable_phase
1.5,0.02,0.21132276913222633,1.0000000000000067,-0.8959326424650789,0.1465542731534779,0.43645244078047796,-0.14837110141230614,0.27494976245677094,-0.1537888141082789,0.24906868670456123,True,True,0.21133106865648152,1.0000000000000058,-0.895934317554941,0.14653898383730365,0.4364520409404517,-0.14837922806660703,0.27496383115744394,-0.1538087518928162,0.24910114159149485,True,False,False,,metal
1.564102564102564,0.02,0.2041797170791016,0.9999999999999981,-0.9201100564320239,0.13864123389087965,0.43916447147462395,-0.15617012608736153,0.2967002549742167,-0.15668105550265912,0.24784494888586106,True,True,0.2041987606937982,0.9999999999999976,-0.920113684261199,0.13862589633718353,0.43916157550598656,-0.15617813960782945,0.29670743913667086,-0.15671297733148604,0.2478999239503316,True,False,False,,metal
1.6282051282051282,0.02,0.1962338608092469,1.0000000000000049,-0.9447385624698272,0.1314867620491634,0.4417260100495532,-0.1635873142054231,0.31847381710773465,-0.159561465644628,0.24658464388831997,True,True,0.19624905421845362,1.0000000000000016,-0.944741041944045,0.13147396954059726,0.44172407449966905,-0.16360290006627703,0.3184981726878047,-0.15958538136421008,0.24662418540833475,True,False,False,,metal
1.6923076923076923,0.02,0.18753700313207633,0.9999999999999926,-0.9698259350063823,0.12491562152444097,0.44417192492288715,-0.17062889035347847,0.3403194681562063,-0.1624438007975051,0.2452874256230115,True,True,0.187573410680974,0.9999999999999976,-0.9698313217614134,0.1249028567565227,0.4441653753403614,-0.17064783925588975,0.34033478941917716,-0.16248030654021794,0.24535595812008054,True,False,False,,metal
1.7564102564102564,0.02,0.1781899615600217,0.9999999999999944,-0.9953763942249647,0.1187879189896139,0.4465310165866444,-0.17726535059070703,0.36222940960057487,-0.16535844004304742,0.2439784944557601,True,True,0.1782247135212221,0.9999999999999954,-0.9953807697373835,0.11877736274285271,0.4465258073753426,-0.17727962301928976,0.36223881614914943,-0.1653883635986462,0.24403563223196034,True,True,False,4.375512418830496e-06,insulator
1.8205128205128205,0.02,0.168308149825949,1.000000000000012,-1.0213856566632282,0.11298967344567344,0.4488325412396656,-0.18346019635578373,0.38421303985756555,-0.16833617428242292,0.2426641014368454,True,True,0.0713405329576395,1.0000000000000056,-1.0052548979107825,0.03244553168396684,0.4880460096276869,-0.10342424865095949,0.4672844283619174,-0.39805582082516894,0.2836344234232445,True,True,True,-0.01613075875244574,metal
1.8846153846153846,0.02,0.15804003870833755,1.0000000000000082,-1.0478456769574542,0.1074303125075832,0.45110152501484496,-0.1891605730596826,0.4062609815243754,-0.1714110455016503,0.24135763645575173,True,True,0.045086742742095114,1.0000000000000402,-1.0287749804494997,0.007712743829639287,0.49928839577027595,-0.029773065414146926,0.5576542669669656,-0.7046429403372912,0.3244846096282188,True,True,True,-0.019070696507954565,metal
1.9487179487179487,0.02,0.14744982655231617,1.0000000000000027,-1.0747351389903392,0.10203000893811857,0.4533700951839634,-0.19429280579858654,0.4283866150035793,-0.1746223384551613,0.2400031373252786,True,True,0.04180136941334203,0.9999999999999996,-1.0581372950323025,0.006537321153975851,0.49961621485118934,-0.02284210885787231,0.5827675739349918,-0.7095795928435635,0.31932480930387863,False,False,False,,metal
2.0128205128205128,0.02,0.13680294042246224,0.9999999999999784,-1.1020472740316247,0.09671360432460949,0.4556504206778794,-0.19875529767877928,0.45047931184015383,-0.1780547321828384,0.2387197711933325,True,True,0.03930019116926546,1.0000000000000424,-1.0877983442969605,0.0059103200578381025,0.4997417484073233,-0.019385680660140125,0.6030000778200024,-0.7039384327949053,0.3136580952263397,True,True,True,-0.014248929734664184,metal
2.0769230769230766,0.02,0.12611644749672513,1.0000000000000084,-1.1297528251768671,0.09142431776767017,0.4579704320782829,-0.2024462495807098,0.4725371906106946,-0.18177588845792358,0.23742680863938975,True,True,0.03715032748951369,1.0000000000000306,-1.1176467173208167,0.005462654839735868,0.4998095852817256,-0.017153225671740383,0.6214165801848592,-0.6951770725909672,0.3081456537728297,True,True,True,-0.012106107856050485,metal
2.141025641025641,0.02,0.11555260298841159,1.000000000000012,-1.1578325437320882,0.0860639419812999,0.4603670647585972,-0.20516788340566186,0.4944454496974523,-0.1859420104946187,0.23621135362149978,True,True,0.03521883398559552,0.9999999999999993,-1.1476425501518666,0.005097185748512223,0.49985580764857335,-0.015347509230493616,0.6389607254801734,-0.6854273651931726,0.3029212466926134,False,False,False,,metal
2.2051282051282053,0.02,0.10511773880926888,1.0000000000000093,-1.1862608672976496,0.08060184610919312,0.462855812769238,-0.20679500683696939,0.5161815550791037,-0.1906882825546739,0.23501310766774142,True,True,0.03346855818540206,1.0000000000000213,-1.177767903425187,0.004804677882317933,0.49988188156158847,-0.014253577026641416,0.6556675929584116,-0.6750982608995875,0.2979969910332973,True,True,True,-0.008492963872462678,metal
2.269230769230769,0.02,0.09482992260933636,1.0000000000000049,-1.2150154667593833,0.07495381723505631,0.46547492232711624,-0.20712384893221567,0.5377691962845901,-0.1962660381900902,0.2338316176691491,True,True,0.031860097807527646,0.9999999999999698,-1.2080068271297564,0.004550573428089827,0.4999002419982283,-0.01342396866422811,0.6719450124256909,-0.6647034896695027,0.29337661807626625,False,False,False,,metal
2.333333333333333,0.02,0.08495157423999766,1.0000000000000189,-1.2440771466636162,0.06912098971632803,0.4682038605523429,-0.2060589777691728,0.5591223358890562,-0.20302133148504634,0.2328872062602184,True,True,0.030367507719480748,0.9999999999999984,-1.2383478626929465,0.0043237817706535215,0.4999142545094247,-0.012741357398011171,0.6879277293648862,-0.6544286908113097,0.2890242202134033,False,False,False,,metal
2.3974358974358974,0.02,0.07551499104557753,0.9999999999999962,-1.2734209176721105,0.06320140692245023,0.47099786964872126,-0.2037101165660266,0.5804864955629331,-0.2112983173460974,0.23216928347944157,True,True,0.02898895257927689,1.0000000000000009,-1.2687841259921404,0.004136479038796376,0.4999181540078186,-0.012727580239826033,0.7033663559921006,-0.6439864731572356,0.28489272184228676,True,True,True,-0.004636791679970109,metal
2.4615384615384617,0.02,0.05067249038498363,0.9999999999999856,-1.3022426761025168,0.035483081819724045,0.48493765940223543,-0.14631148985359282,0.5870298142106496,-0.2794270572384353,0.23877891687217964,False,False,0.027715868968784717,1.000000000000011,-1.29930966743929,0.003966792098286824,0.49992090869750855,-0.012779472161664057,0.7184295797631535,-0.633119024932855,0.2809167623808394,True,True,False,,insulator
2.5256410256410255,0.02,0.027635740704470682,1.0000000000000417,-1.330183081636899,0.005030035527754863,0.4994330732749656,-0.03380988507327561,0.709584108876433,-0.572017998315714,0.27104678535962845,True,False,0.021742575467390876,1.000000000000001,-1.3299730680990578,0.0038904671956107237,0.4999490259478222,-0.010524886425853813,0.7370393988557378,-0.6249655239571058,0.2548227124751388,True,True,False,,insulator
2.5897435897435894,0.02,0.025518588393343887,1.00000000000001,-1.3606145171747794,0.003812577628691972,0.4998650314915906,-0.01731083707564243,0.7449261586456224,-0.60693438224236,0.27302798250248134,True,False,0.02532159818020192,0.9999999999999898,-1.3605673281076895,0.003613622752699208,0.49994206828155946,-0.011414897114618051,0.7498227953222197,-0.6167485432409383,0.27416061017833315,False,False,False,,unknown
2.6538461538461537,0.02,0.024168786868073937,1.000000000000021,-1.3912842058833998,0.00338137337882845,0.4999810471241296,-0.006678798852559212,0.7670480635499581,-0.6127767335314913,0.2715212213111247,True,False,0.02427822304690871,1.000000000000053,-1.3913121202430356,0.003493675695321916,0.4999368998828728,-0.012142210527946782,0.7642320985550366,-0.606636168833327,0.270793482202971,True,True,False,,insulator
