T,Uc1,Uc2,Uc_eq
0.05,2.0,3.4,2.6166041366564308
0.0775,2.0,3.4,
0.10500000000000001,2.0,3.088888888888889,
0.1325,2.0,3.4,
0.16,2.0,3.2444444444444445,
